id,food_pref,time_foraging,food_gathered
156,mushrooms,139.0733199,21.82560856
157,mushrooms,192.8282317,90.01377868
158,mushrooms,188.6356392,71.66040958
159,mushrooms,199.9988242,86.19959426
160,mushrooms,135.7745494,66.3238849
161,mushrooms,173.5558283,70.6829851
162,mushrooms,225.2420796,97.33373002
163,mushrooms,213.6258859,110.6859582
164,mushrooms,160.0722637,55.85160152
165,mushrooms,164.6852759,77.55672118
166,mushrooms,200.3512423,123.2853693
167,mushrooms,204.0667004,81.0237595
168,mushrooms,163.8785692,74.34582491
169,mushrooms,173.1226509,75.19257802
170,mushrooms,202.093711,114.7026523
171,mushrooms,162.5000861,60.37947462
172,mushrooms,176.1295245,91.78628453
173,mushrooms,164.8094481,33.96305286
174,mushrooms,153.6993711,88.90193373
175,mushrooms,146.4347231,67.36579269
176,mushrooms,211.7045536,103.1959838
177,mushrooms,171.7179632,45.30728647
178,mushrooms,150.5018445,66.63255487
179,mushrooms,161.3588665,72.76310885
180,mushrooms,195.0740509,91.92687484
181,mushrooms,174.3213464,77.44518545
182,mushrooms,214.0816274,97.08373086
183,mushrooms,182.3019025,88.21733581
184,mushrooms,186.0906485,90.01269765
185,mushrooms,170.3365926,66.0371666
186,mushrooms,144.8949168,24.88284085
187,mushrooms,163.1708078,78.35664934
188,mushrooms,178.0963098,88.15344391
189,mushrooms,163.8942077,50.20027248
190,mushrooms,172.4362537,43.18637056
191,mushrooms,168.4863503,73.54427621
192,mushrooms,189.2028423,80.65533989
193,mushrooms,162.0010377,68.98755002
194,mushrooms,171.5850595,48.09635433
195,mushrooms,176.3938658,58.40234481
196,mushrooms,131.2140956,58.71419663
197,mushrooms,129.2881118,44.33332154
198,mushrooms,188.3278168,97.35351066
199,mushrooms,153.6564371,91.21948767
200,mushrooms,196.2051374,95.40680737
201,mushrooms,199.5118587,58.32918054
202,mushrooms,180.0487373,85.66885213
203,mushrooms,168.4075117,91.56241831
204,mushrooms,126.9618523,73.36458371
205,mushrooms,200.0815693,70.48647891
206,mushrooms,173.7463674,52.5909514
207,mushrooms,165.4224874,53.92609595
208,mushrooms,178.0165661,57.9899578
209,mushrooms,169.1385575,58.1723534
210,mushrooms,187.8849206,82.53689513
211,mushrooms,191.9549376,66.94594415
212,mushrooms,171.8316515,110.6386694
213,mushrooms,213.9605404,109.929766
214,mushrooms,163.7311629,64.1397754
215,mushrooms,178.4899361,87.38794348
216,mushrooms,177.5295633,78.00636683
217,mushrooms,163.3697725,62.93827474
218,mushrooms,162.6290846,92.4241525
219,mushrooms,178.241872,73.84316103
220,mushrooms,193.8674872,67.01108719
221,mushrooms,142.0763265,54.73821554
222,mushrooms,174.6464367,68.3058533
223,mushrooms,176.2839876,66.49496294
224,mushrooms,164.5965903,46.45204813
225,mushrooms,164.4225258,74.31093792
226,mushrooms,192.0122795,86.21699097
227,mushrooms,178.1750116,87.49854208
228,mushrooms,190.5735246,83.87893024
229,mushrooms,210.3568122,92.56220525
230,mushrooms,168.29703,92.94633191
231,mushrooms,165.7205309,62.29935329
232,mushrooms,176.9927996,94.59500712
233,mushrooms,175.4677055,53.08780501
234,mushrooms,164.209478,57.39280574
235,mushrooms,178.6604823,73.21572011
236,mushrooms,186.1986094,77.27285759
237,mushrooms,177.370658,102.4121003
238,mushrooms,179.8684712,78.84515671
239,mushrooms,144.0799341,53.7745875
240,mushrooms,179.948581,61.70313057
241,mushrooms,188.4978956,72.87458062
242,mushrooms,175.3770014,94.17540611
243,mushrooms,163.8346626,89.35166577
244,mushrooms,162.8386568,88.33490415
245,mushrooms,160.2267496,36.93265242
246,mushrooms,167.0213878,106.8404939
247,mushrooms,149.0719427,72.42766677
248,mushrooms,186.3431693,84.21076447
249,mushrooms,165.29219,80.19238519
250,mushrooms,188.1714847,68.06847428
251,mushrooms,164.3286688,45.70250495
252,mushrooms,148.5974435,53.91740569
253,mushrooms,155.388128,36.27613937
254,mushrooms,160.6099186,66.64748463
255,mushrooms,174.1448412,98.74757552
256,mushrooms,184.5792834,63.88116695
257,mushrooms,174.5710796,61.00165814
258,mushrooms,212.491895,107.5504291
259,mushrooms,156.1438688,40.29637779
260,mushrooms,197.036004,86.52141154
261,mushrooms,176.4766711,92.75418008
262,mushrooms,142.9233012,66.37633468
263,mushrooms,164.1980557,73.28923068
264,mushrooms,179.7532439,44.52474842
265,mushrooms,188.7231488,85.69975484
266,mushrooms,195.9816203,112.7342256
267,mushrooms,183.0091451,97.12769818
268,mushrooms,166.8009894,64.72190673
269,mushrooms,181.6035476,30.20294936
270,mushrooms,173.3271442,74.91653124
271,mushrooms,177.5154108,88.03136352
272,mushrooms,167.2694902,69.54356467
273,mushrooms,184.8106601,86.36902919
274,mushrooms,161.9789465,72.31789123
275,mushrooms,197.7289119,86.85529043
276,mushrooms,130.6691768,62.45208862
277,mushrooms,220.6465277,122.3328228
278,mushrooms,157.8706034,37.53506739
279,mushrooms,176.2669855,102.0999666
280,mushrooms,142.6232561,70.52038707
281,mushrooms,195.1880155,107.5631013
282,mushrooms,193.0623448,59.24163025
283,mushrooms,174.9665997,64.499091
284,mushrooms,188.3336957,98.27591701
285,mushrooms,184.0534164,83.60526679
286,mushrooms,162.9025354,71.53023041
287,mushrooms,146.146223,96.9684526
288,mushrooms,203.1970585,83.55518937
289,mushrooms,208.8179683,64.04649613
290,mushrooms,168.7349781,75.03947928
291,mushrooms,153.7331748,44.44662065
292,mushrooms,157.5502588,68.86811888
293,mushrooms,208.4990849,88.12177376
294,mushrooms,171.2491067,113.4257285
295,mushrooms,209.1969471,101.5958544
296,mushrooms,163.7654787,56.80983158
297,mushrooms,191.7864088,86.17238856
298,mushrooms,168.3318703,85.72076863
299,mushrooms,162.6842452,66.65581987
300,mushrooms,189.1621761,56.65763405
301,mushrooms,190.1842085,87.85124421
302,mushrooms,166.7866381,82.50775756
303,mushrooms,198.6900929,95.81342048
304,mushrooms,125.5603102,47.40131436
305,mushrooms,221.421613,111.4400955
306,mushrooms,134.6154722,40.16954098
307,mushrooms,160.4993542,72.02558039
308,mushrooms,177.8588657,96.16457794
309,mushrooms,178.8515828,55.09207491
310,mushrooms,175.7127489,75.15315097
311,mushrooms,133.8187725,39.25553094
312,mushrooms,139.7743536,31.38467736
313,mushrooms,168.2490321,50.15256783
314,mushrooms,184.4993019,71.35828097
315,mushrooms,167.4132818,79.78860371
316,mushrooms,192.0060027,81.67728457
317,mushrooms,197.9912801,79.8084379
318,mushrooms,178.9351216,81.54517473
319,mushrooms,155.7558439,35.86985751
320,mushrooms,175.530643,95.19909483
321,mushrooms,173.1395109,64.54936362
322,mushrooms,149.4670323,57.26936854
323,mushrooms,166.4239691,68.93058137
324,mushrooms,164.9049947,66.69542216
325,mushrooms,173.043482,107.39769
326,mushrooms,178.5135,62.68780971
327,mushrooms,184.1085909,104.2695049
328,mushrooms,188.1918812,86.85475899
329,mushrooms,202.0991636,82.31794804
330,mushrooms,183.2079127,80.78990253
331,mushrooms,162.8580804,78.95518027
332,mushrooms,179.6017895,71.08405699
333,mushrooms,198.2280893,80.24702886
334,mushrooms,191.2755121,91.71334641
335,mushrooms,191.768265,107.7689171
336,mushrooms,167.5355384,67.53523741
337,mushrooms,179.9151097,53.35383484
338,mushrooms,210.2588951,80.35018134
339,mushrooms,211.1490708,91.17131089
340,mushrooms,179.8004134,69.34980456
341,mushrooms,183.1751553,81.64822878
342,mushrooms,191.6952606,101.7547517
343,mushrooms,158.7528735,53.39802295
344,mushrooms,184.1133717,61.99252491
345,mushrooms,170.4053537,82.68218646
346,mushrooms,161.2358531,68.77221798
347,mushrooms,158.2243741,82.74569089
348,mushrooms,193.1597075,58.95193151
349,mushrooms,194.7200875,93.38250864
350,mushrooms,142.7941216,73.45047407
351,mushrooms,200.5261784,110.1783343
352,mushrooms,155.5119028,43.22830567
353,mushrooms,179.0211309,92.26767689
354,mushrooms,143.0477565,32.01998262
355,mushrooms,181.7183248,72.34050136
356,mushrooms,175.8123776,98.08679247
357,mushrooms,175.9900619,70.58309066
358,mushrooms,144.2447466,64.84789603
359,mushrooms,209.9250443,99.07258379
360,mushrooms,192.0008493,59.96421961
361,mushrooms,175.5199152,59.73326897
362,mushrooms,180.0016161,59.01270165
363,mushrooms,176.0703421,67.01734354
364,mushrooms,183.0169756,75.62266307
365,mushrooms,196.6266612,90.48029826
366,mushrooms,123.9454891,27.73659783
367,mushrooms,187.0442806,120.7100369
368,mushrooms,166.9004639,42.4391006
369,mushrooms,197.9840179,86.72762596
370,mushrooms,208.6098373,109.9502507
371,mushrooms,159.6475603,92.75732491
372,mushrooms,135.2576098,43.44889014
373,mushrooms,153.78563,80.54743086
374,mushrooms,216.8835905,79.59277024
375,mushrooms,175.841008,102.9543897
376,mushrooms,193.4904467,77.79238629
377,mushrooms,197.633558,89.02305563
378,mushrooms,164.0298384,45.20325709
379,mushrooms,128.1535248,38.32916714
380,mushrooms,187.8780812,119.4107255
381,mushrooms,141.4075452,92.28689328
382,mushrooms,202.1714669,77.85700922
383,mushrooms,150.8874864,64.01721441
384,mushrooms,160.1593238,88.69745076
385,mushrooms,181.2311578,76.75452259
386,mushrooms,163.1919242,61.17785008
387,mushrooms,136.3354704,36.9943025
388,mushrooms,144.2267943,60.51529225
389,mushrooms,167.7401362,95.23300421
390,mushrooms,155.5932342,71.74481874
391,mushrooms,192.240459,95.65716101
392,mushrooms,168.9474193,64.44695335
393,mushrooms,153.2466114,66.23137547
394,mushrooms,170.2685038,60.92204711
395,mushrooms,187.5971706,80.53832536
396,mushrooms,167.2111647,89.15732315
397,mushrooms,181.9343618,89.27852249
398,mushrooms,164.6587222,71.00335275
399,mushrooms,182.1738437,76.42459281
400,mushrooms,171.7056856,89.83653126
401,mushrooms,176.1991122,101.1697053
402,mushrooms,161.5101018,47.58041375
403,mushrooms,167.9781815,70.32016907
404,mushrooms,191.6915472,90.12230228
405,mushrooms,174.2944723,63.76506929
406,mushrooms,192.0873416,70.84641144
407,mushrooms,172.7031932,73.20588903
408,mushrooms,135.4747257,54.24182464
409,mushrooms,182.6249679,109.2242923
410,mushrooms,184.809328,47.69464902
411,mushrooms,205.9245297,88.01630823
412,mushrooms,165.6123632,61.46616806
413,mushrooms,213.428291,76.34176997
414,mushrooms,211.3791858,91.69890049
415,mushrooms,170.1714379,56.57722113
416,mushrooms,193.7333262,77.39741686
417,mushrooms,227.0595196,77.95633734
418,mushrooms,197.2608478,97.87687231
419,mushrooms,159.5838099,50.40377598
420,mushrooms,159.9937977,91.0280356
421,mushrooms,164.8189881,81.52301861
422,mushrooms,169.0646913,42.99356498
423,mushrooms,170.2016008,72.99110706
424,mushrooms,237.3281798,116.4330113
425,mushrooms,167.5797315,85.57015242
426,mushrooms,199.7366783,96.95616762
427,mushrooms,195.8458692,82.27021843
428,mushrooms,201.1629544,105.3653428
429,mushrooms,166.671427,71.03983273
430,mushrooms,133.9101777,37.57967595
431,mushrooms,150.5670481,92.45400771
432,mushrooms,143.1154638,38.48710402
433,mushrooms,182.349929,72.54570748
434,mushrooms,195.9795644,63.87622783
435,mushrooms,160.4705624,62.21602425
436,mushrooms,190.8816122,105.1855623
437,mushrooms,214.3264482,69.45679336
438,mushrooms,230.8548649,117.4266323
439,mushrooms,224.2046137,94.40607825
440,mushrooms,171.8995862,99.5603875
441,mushrooms,162.1469956,89.79421844
442,mushrooms,178.493736,84.37603077
443,mushrooms,198.7900289,121.9160387
444,mushrooms,202.2117743,81.81161759
445,mushrooms,181.9406316,98.80234439
446,mushrooms,162.461865,53.69960284
447,mushrooms,166.3861658,73.95063057
448,mushrooms,191.9734018,83.83803573
449,mushrooms,206.2543686,96.2261216
450,mushrooms,173.547827,84.18089863
451,mushrooms,216.8810588,85.96707354
452,mushrooms,188.676401,81.97540449
453,mushrooms,178.9448333,81.69539118
454,mushrooms,155.1824489,50.98133334
455,mushrooms,157.3738361,62.33135877
456,mushrooms,173.2222432,67.72001751
457,mushrooms,166.4451769,98.27921899
458,mushrooms,178.1866619,91.22340687
459,mushrooms,141.3818337,102.4400154
460,mushrooms,206.0723636,86.40689753
461,mushrooms,174.9847823,90.4081131
462,mushrooms,136.3360982,81.96047865
463,mushrooms,187.2387006,91.09558717
464,mushrooms,210.6542613,84.86675657
465,mushrooms,182.0794433,62.2965675
466,mushrooms,169.4316004,69.84011633
467,mushrooms,133.5145435,64.82658351
468,mushrooms,185.6055459,98.1338849
469,mushrooms,200.2074103,56.34152766
470,mushrooms,157.0801815,47.01979994
471,mushrooms,179.5558133,78.83901661
472,mushrooms,179.8951205,52.0063614
473,mushrooms,160.7672771,76.22099025
474,mushrooms,169.3908951,24.40775411
475,mushrooms,156.6981595,62.48662309
476,mushrooms,178.2514696,70.59143416
477,mushrooms,201.8781031,88.57055188
478,mushrooms,178.1502287,72.51950804
479,mushrooms,158.6627535,67.34664332
480,mushrooms,148.2125887,60.0929292
481,mushrooms,164.0707967,61.77719284
482,mushrooms,216.8713957,74.33527505
483,mushrooms,183.0169429,54.98286256
484,mushrooms,206.296785,73.97149152
485,mushrooms,177.6365,91.65337704
486,mushrooms,196.5330873,88.71263222
487,mushrooms,141.2642561,51.88533594
488,mushrooms,189.599698,58.27321644
489,mushrooms,144.4582441,39.49914698
490,mushrooms,202.3075267,108.6484682
491,mushrooms,190.270898,84.67338965
492,mushrooms,160.8599447,61.14693364
493,mushrooms,184.872552,82.12669877
494,mushrooms,129.1292686,59.30442252
495,mushrooms,191.1194288,77.2163726
496,mushrooms,209.0637874,116.451876
497,mushrooms,169.550346,87.41881906
498,mushrooms,190.7479739,66.1547111
499,mushrooms,176.2069926,78.46426971
500,mushrooms,189.7978846,87.40315426
501,mushrooms,179.4565928,98.18425869
502,mushrooms,182.2734125,98.41053135
503,mushrooms,182.0563104,81.06327066
504,mushrooms,194.6168487,94.20695764
505,mushrooms,159.50564,48.68697455
506,mushrooms,192.1785347,85.90555045
507,mushrooms,158.8165886,42.32448879
508,mushrooms,208.4596363,85.19602
509,mushrooms,168.260313,46.67279013
510,mushrooms,179.3868179,94.5151316
511,mushrooms,163.8353353,86.66661802
512,mushrooms,163.6500968,57.91788883
513,mushrooms,199.8241234,74.90904308
514,mushrooms,170.8828127,70.07653374
515,mushrooms,158.646031,103.3960973
516,mushrooms,179.8291358,117.4388212
517,mushrooms,176.8557019,44.55608154
518,mushrooms,219.436046,105.8339465
519,mushrooms,134.8189283,70.11724432
520,mushrooms,152.9339947,55.92705486
521,mushrooms,166.3390414,97.79835905
522,mushrooms,184.9935259,77.3342298
523,mushrooms,163.6974601,77.00701874
524,mushrooms,181.7991542,85.08959495
525,mushrooms,154.0312413,117.99269
526,mushrooms,163.4878687,82.73451018
527,mushrooms,185.3271601,61.27825724
528,mushrooms,147.7405566,40.978688
529,mushrooms,177.9655822,84.60100277
530,mushrooms,204.8259396,64.66373405
531,mushrooms,208.8193967,69.82632925
532,mushrooms,193.3345718,69.59087848
533,mushrooms,195.037882,85.50434597
534,mushrooms,147.9970446,75.67962331
535,mushrooms,172.0848545,67.60065702
536,mushrooms,175.2828786,78.4574409
537,mushrooms,174.5512111,73.59494832
538,mushrooms,196.4774073,80.02715645
539,mushrooms,121.3059216,55.56296622
540,mushrooms,167.9449186,48.73394002
541,mushrooms,161.9104746,59.90928808
542,mushrooms,174.0556854,67.87850269
543,mushrooms,167.6833818,78.99226945
544,mushrooms,150.1404391,84.37324421
545,mushrooms,162.7761417,74.52683079
546,mushrooms,149.9409659,79.99765295
547,mushrooms,177.0249901,91.16271544
548,mushrooms,155.9365108,47.47690483
549,mushrooms,200.9760925,98.53027975
550,mushrooms,130.8242925,63.8194036
551,mushrooms,187.7485162,56.67422788
552,mushrooms,168.3552174,75.67624532
553,mushrooms,176.8149314,73.77166393
554,mushrooms,183.4725038,98.72568047
555,mushrooms,177.5233961,91.33946241
556,mushrooms,144.5308199,55.21684824
557,mushrooms,125.4070654,61.45273399
558,mushrooms,205.3458663,72.12769408
559,mushrooms,161.2610217,80.6814935
560,mushrooms,196.2339014,63.46121209
561,mushrooms,168.5306816,80.7443654
562,mushrooms,167.518743,70.5733574
563,mushrooms,176.8367921,94.82529763
564,mushrooms,168.7221622,71.38171505
565,mushrooms,155.7214215,29.62823078
566,mushrooms,209.3930333,66.50162602
567,mushrooms,177.8282616,87.68079467
568,mushrooms,169.6776419,69.33640946
569,mushrooms,171.9986505,61.97359312
570,mushrooms,175.6626931,69.91650749
571,mushrooms,173.2399359,61.13763061
572,mushrooms,178.7696306,75.40356747
573,mushrooms,178.0532105,60.31787435
574,mushrooms,190.6528371,51.22180975
575,mushrooms,159.4191724,57.98158616
576,mushrooms,153.7428302,76.88334133
577,mushrooms,160.9007204,98.46776424
578,mushrooms,150.4876772,54.63629717
579,mushrooms,172.0568534,71.19876711
580,mushrooms,156.7724197,77.88856149
581,mushrooms,169.9995188,71.98249787
582,mushrooms,189.0534282,78.84911969
583,mushrooms,174.1025881,41.91567836
584,mushrooms,217.9397282,87.60739301
585,mushrooms,189.2955034,94.79466021
586,mushrooms,173.9785882,47.00725956
587,mushrooms,144.0088964,68.76512316
588,mushrooms,212.2595601,81.28703745
589,mushrooms,154.3460997,54.20665844
590,mushrooms,199.0511367,95.34336155
591,mushrooms,185.6040701,83.84971817
592,mushrooms,197.8123126,97.18981422
593,mushrooms,173.4437928,85.07402355
594,mushrooms,174.6196526,72.49957537
595,mushrooms,168.8807757,65.38905193
596,mushrooms,181.1214239,83.3241443
597,mushrooms,178.1776245,69.73555936
598,mushrooms,157.5360762,89.27989374
599,mushrooms,208.6174702,62.81049668
600,mushrooms,179.7565539,98.39629006
601,mushrooms,151.1666333,50.50787943
602,mushrooms,225.5543809,125.5564226
603,mushrooms,149.677136,72.38929884
604,mushrooms,148.9034572,68.89322073
605,mushrooms,154.74877,45.80652666
606,mushrooms,170.2520446,100.4617971
607,mushrooms,171.3061906,41.70572956
608,mushrooms,164.1736235,82.25225189
609,mushrooms,190.0942743,78.28813523
610,mushrooms,178.7691294,42.46642342
611,mushrooms,181.7292201,45.91799794
612,mushrooms,179.8764989,83.86614321
613,mushrooms,166.3978253,109.5648405
614,mushrooms,177.4086538,82.32050859
615,mushrooms,156.9369974,81.16704819
616,mushrooms,169.2708631,86.06249598
617,mushrooms,204.2543148,87.50808466
618,mushrooms,161.7934137,81.93801931
619,mushrooms,178.6674988,84.86725735
620,mushrooms,159.0876612,65.67887278
621,mushrooms,189.2549751,105.8916594
622,mushrooms,203.9774879,113.5135011
623,mushrooms,188.3828535,74.69875912
624,mushrooms,183.3017678,89.5517125
625,mushrooms,168.8476205,53.31639864
626,mushrooms,204.1313638,111.4601208
627,mushrooms,197.3974331,85.90020031
628,mushrooms,173.5089378,82.38957039
629,mushrooms,185.3242925,90.74141719
630,mushrooms,180.1031501,74.4083573
631,mushrooms,193.064681,99.06918701
632,mushrooms,185.3950171,94.66255907
633,mushrooms,193.1565357,86.1175831
634,mushrooms,197.7848239,116.2603059
635,mushrooms,157.1504613,86.24786105
636,mushrooms,189.4415461,74.92542173
637,mushrooms,190.5762044,73.7195223
638,mushrooms,150.4127158,64.13479923
639,mushrooms,169.1611966,53.18415322
640,mushrooms,190.6507411,79.91924276
641,mushrooms,152.447539,71.25997195
642,mushrooms,185.8089083,73.5299785
643,mushrooms,196.8884771,57.48764247
644,mushrooms,166.5623347,80.5255725
645,mushrooms,183.9750691,52.73164611
646,mushrooms,186.6697343,59.63540679
647,mushrooms,201.7451025,41.1734079
648,mushrooms,161.0341752,79.00354651
649,mushrooms,154.477687,62.6386239
650,mushrooms,178.3432148,86.64101981
651,mushrooms,141.6539803,62.97534489
652,mushrooms,190.1968632,87.1629017
653,mushrooms,146.1501111,30.25390137
654,mushrooms,155.3287406,69.20501804
655,mushrooms,171.4661405,96.6030211
656,mushrooms,224.7505697,88.90309112
657,mushrooms,186.4089719,73.40696543
658,mushrooms,183.1325413,76.54439742
659,mushrooms,157.7266761,36.53435742
660,mushrooms,162.4947428,77.66435269
661,mushrooms,212.4361079,95.41921128
662,mushrooms,160.1878401,86.25839133
663,mushrooms,191.4597009,90.0106314
664,mushrooms,200.3155616,110.0747231
665,mushrooms,146.0671656,80.08778221
666,mushrooms,161.5632014,68.86323468
667,mushrooms,173.8651588,94.37724066
668,mushrooms,146.6536083,55.30937046
669,mushrooms,191.5948142,60.83367171
670,mushrooms,205.3038881,101.0594224
671,mushrooms,152.513603,69.72861078
672,mushrooms,183.2934548,91.30819088
673,mushrooms,173.3596133,70.54878352
674,mushrooms,200.5989534,73.89967369
675,mushrooms,193.6591351,102.9536621
676,mushrooms,173.3330718,56.6302327
677,mushrooms,200.4038122,73.09714165
678,mushrooms,180.0596127,90.56510383
679,mushrooms,170.5156412,48.34303569
680,mushrooms,219.7212035,117.3255736
681,mushrooms,191.7363084,89.29355779
682,mushrooms,156.4636175,34.75225204
683,mushrooms,165.8619371,89.58046675
684,mushrooms,209.8601071,93.37437537
685,mushrooms,166.5175386,90.51080752
686,mushrooms,177.2927146,68.21752512
687,mushrooms,193.0960221,79.62251873
688,mushrooms,187.3732574,84.99179874
689,mushrooms,177.9679697,70.9739028
690,mushrooms,161.8488674,57.45902985
691,mushrooms,196.5583085,76.86835657
692,mushrooms,170.5108166,48.71164015
693,mushrooms,204.226694,111.2121242
694,mushrooms,144.1076415,34.14035828
695,mushrooms,170.7272868,45.83267985
696,mushrooms,189.7843136,78.09799623
697,mushrooms,182.4605568,66.46032047
698,mushrooms,213.5539205,66.5359576
699,mushrooms,193.8517749,85.57440812
700,mushrooms,167.8746755,72.32330045
701,mushrooms,210.2192986,110.2845779
